,report,date_sampled,sample_id,lab,Matrix,Units,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFNA,PFOA,PFOS,PFTA,PFTrDA,PFUnA
113,21A1151_2 Contest_Final 02 23 21 1335.pdf,1/22/2021,21A1151-01,Con-Test,Drinking Water,ng/l,2.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,3.2,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
114,21A1152_2 Contest_Final 02 25 21 1313.pdf,1/22/2021,21A1152-01,Con-Test,Drinking Water,ng/l,10.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,46.0,1.0052348335,3.6,9.3,1.005255403,1.0052348335,1.0052348335
115,21B0013_2 Contest_Final 03 08 21 1315.pdf,1/29/2021,21B0013-01,Con-Test,Drinking Water,ng/l,27.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,120.0,1.0052348335,5.0,25.0,1.005255403,1.0052348335,1.0052348335
116,21B0071_2 Contest_Final 03 01 21 1321.pdf,1/29/2021,21B0071-01,Con-Test,Drinking Water,ng/l,4.9,1.0052348335,1.0052348335,1.0052348335,1.0052348335,8.7,1.0052348335,3.4,3.6,1.005255403,1.0052348335,1.0052348335
117,21B0072_2 Contest_Final 03 04 21 1520.pdf,1/23/2021,21B0072-01,Con-Test,Drinking Water,ng/l,2.7,1.0052348335,1.0052348335,1.0052348335,1.0052348335,9.3,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
118,21B0073_2 Contest_Final 03 08 21 1317.pdf,1/29/2021,21B0073-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.2,1.005255403,1.0052348335,1.0052348335
119,21B0074_2 Contest_Final 03 01 21 1322.pdf,1/29/2021,21B0074-01,Con-Test,Drinking Water,ng/l,2.0,1.0052348335,1.0052348335,2.3,2.7,1.0756849315,1.0052348335,6.5,5.0,1.005255403,1.0052348335,1.0052348335
120,21B0076_2 Contest_Final 03 09 21 1046.pdf,1/28/2021,21B0076-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,4.7,1.0052348335,1.0052348335,3.5,1.005255403,1.0052348335,1.0052348335
121,21B0077_2 Contest_Final 03 01 21 1323.pdf,1/29/2021,21B0077-01,Con-Test,Drinking Water,ng/l,13.0,1.0052348335,1.0052348335,2.1,3.3,81.0,1.0052348335,6.2,71.0,1.005255403,1.0052348335,1.0052348335
122,21B0078_2 Contest_Final 03 08 21 1318.pdf,1/29/2021,21B0078-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,5.1,3.4,1.0756849315,1.0052348335,14.0,10.0,1.005255403,1.0052348335,1.0052348335
123,21B0079_2 Contest_Final 03 01 21 1323.pdf,1/29/2021,21B0079-01,Con-Test,Drinking Water,ng/l,2.4,1.0052348335,1.0052348335,24.0,18.0,1.0756849315,5.1,53.0,22.0,1.005255403,1.0052348335,1.0052348335
124,21B0080_2 Contest_Final 03 08 21 1226.pdf,1/29/2021,21B0080-01,Con-Test,Drinking Water,ng/l,4.6,1.0052348335,1.0052348335,1.0052348335,1.0052348335,14.0,1.0052348335,2.2,4.1,1.005255403,1.0052348335,1.0052348335
125,21B0081_2 Contest_Final 02 26 21 1317.pdf,1/29/2021,21B0081-01,Con-Test,Drinking Water,ng/l,5.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,11.0,1.0052348335,3.4,6.1,1.005255403,1.0052348335,1.0052348335
126,21B0082_2 Contest_Final 02 25 21 1425.pdf,1/29/2021,21B0082-01,Con-Test,Drinking Water,ng/l,8.7,1.0052348335,1.0052348335,1.0052348335,1.0052348335,18.0,1.0052348335,5.5,6.2,1.005255403,1.0052348335,1.0052348335
127,21B0083_2 Contest_Final 03 08 21 1319.pdf,1/29/2021,21B0083-01,Con-Test,Drinking Water,ng/l,9.5,1.0052348335,1.0052348335,1.0052348335,2.1,37.0,1.0052348335,3.7,8.2,1.005255403,1.0052348335,1.0052348335
128,21B0084_2 Contest_Final 03 08 21 1227.pdf,1/29/2021,21B0084-01,Con-Test,Drinking Water,ng/l,22.0,1.0052348335,1.0052348335,1.0052348335,3.1,130.0,1.0052348335,6.4,51.0,1.005255403,1.0052348335,1.0052348335
129,21B0085_2 Contest_Final 03 01 21 1324.pdf,1/29/2021,21B0085-01,Con-Test,Drinking Water,ng/l,10.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,55.0,1.0052348335,4.1,32.0,1.005255403,1.0052348335,1.0052348335
130,21B0086_2 Contest_Final 02 26 21 1318.pdf,1/29/2021,21B0086-01,Con-Test,Drinking Water,ng/l,3.8,1.0052348335,1.0052348335,1.0052348335,1.0052348335,21.0,1.0052348335,3.9,16.0,1.005255403,1.0052348335,1.0052348335
131,21B0147_2 Contest_Final 03 01 21 1305.pdf,1/29/2021,21B0147-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.2,2.1,1.0756849315,1.0052348335,4.0,1.20092955,1.005255403,1.0052348335,1.0052348335
132,21B0313_2 Contest_Final 03 22 21 0549.pdf,2/5/2021,21B0313-01,Con-Test,Drinking Water,ng/l,4.1,1.0052348335,1.0052348335,1.0052348335,1.0052348335,16.0,1.0052348335,1.0052348335,3.9,1.005255403,1.0052348335,1.0052348335
133,21B0314_2 Contest_Final 03 11 21 1507.pdf,2/5/2021,21B0314-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,5.3,3.2,1.0756849315,1.0052348335,15.0,13.0,1.005255403,1.0052348335,1.0052348335
134,21B0315_2 Contest_Final 03 09 21 1454.pdf,2/5/2021,21B0315-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,4.3,2.9,1.0756849315,1.0052348335,12.0,9.0,1.005255403,1.0052348335,1.0052348335
135,21B0317_2 Contest_Final 03 11 21 1507.pdf,2/5/2021,21B0317-01,Con-Test,Drinking Water,ng/l,85.0,1.0052348335,1.0052348335,5.8,15.0,57.0,1.0052348335,18.0,170.0,1.005255403,1.0052348335,1.0052348335
136,21B0318_2 Contest_Final 03 22 21 0550.pdf,2/5/2021,21B0318-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,9.4,5.0,1.0756849315,6.3,23.0,44.0,1.005255403,1.0052348335,1.0052348335
137,21B0319_2 Contest_Final 03 22 21 0604.pdf,2/5/2021,21B0319-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,7.8,4.1,1.0756849315,2.2,25.0,18.0,1.005255403,1.0052348335,1.0052348335
138,21B0321_2 Contest_Final 03 09 21 1456.pdf,2/5/2021,21B0321-01,Con-Test,Drinking Water,ng/l,4.6,1.0052348335,1.0052348335,2.0,2.7,27.0,1.0052348335,5.4,21.0,1.005255403,1.0052348335,1.0052348335
139,21B0322_2 Contest_Final 03 22 21 0605.pdf,2/5/2021,21B0322-01,Con-Test,Drinking Water,ng/l,6.6,1.0052348335,1.0052348335,1.0052348335,1.0052348335,28.0,1.0052348335,2.7,5.7,1.005255403,1.0052348335,1.0052348335
140,21B0652_2 Contest_Final 03 18 21 1219.pdf,2/15/2021,21B0652-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,8.0,4.7,1.0756849315,2.5,23.0,23.0,1.005255403,1.0052348335,1.0052348335
141,21B0995_2 Contest_Final 03 23 21 1432.pdf,2/22/2021,21B0995-01,Con-Test,Drinking Water,ng/l,2.2,1.0052348335,1.0052348335,1.0052348335,2.1,16.0,1.0052348335,8.1,13.0,1.005255403,1.0052348335,1.0052348335
142,21B0996_2 Contest_Final 03 29 21 1521.pdf,2/22/2021,21B0996-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,3.4,1.0052348335,1.0756849315,1.0052348335,5.1,7.2,1.005255403,1.0052348335,1.0052348335
143,21B0997_2 Contest_Final 03 29 21 1522.pdf,2/22/2021,21B0997-01,Con-Test,Drinking Water,ng/l,4.4,1.0052348335,1.0052348335,3.1,1.0052348335,26.0,1.0052348335,3.0,6.9,1.005255403,1.0052348335,1.0052348335
144,21C0363_2 Contest_Final 03 29 21 1522.pdf,3/3/2021,21C0363-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.4,1.20092955,1.005255403,1.0052348335,1.0052348335
145,21C1366_2 Contest_Final 04 07 21 1419.pdf,3/22/2021,21C1366-01,Con-Test,Drinking Water,ng/l,2.9,1.0052348335,1.0052348335,2.7,2.8,16.0,1.0052348335,8.2,13.0,1.005255403,1.0052348335,1.0052348335
146,21C1367_2 Contest_Final 04 08 21 1426.pdf,3/25/2021,21C1367-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,3.1,2.3,1.0756849315,1.0052348335,14.0,13.0,1.005255403,1.0052348335,1.0052348335
147,21C1369_2 Contest_Final 04 08 21 1427.pdf,3/25/2021,21C1369-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.2,1.0052348335,1.0756849315,1.0052348335,9.6,8.3,1.005255403,1.0052348335,1.0052348335
148,21D1041_2 Contest_Final 05 10 21 0513.pdf,4/20/2021,21D1041-01,Con-Test,Drinking Water,ng/l,4.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,22.0,1.0052348335,4.7,18.0,1.005255403,1.0052348335,1.0052348335
149,21D1042_2 Contest_Final 05 10 21 1651.pdf,4/20/2021,21D1042-01,Con-Test,Drinking Water,ng/l,24.0,1.0052348335,1.0052348335,1.0052348335,2.2,160.0,1.0052348335,6.3,58.0,1.005255403,1.0052348335,1.0052348335
150,21D1043_2 Contest_Final 05 10 21 0514.pdf,4/19/2021,21D1043-01,Con-Test,Drinking Water,ng/l,3.2,1.0052348335,1.0052348335,1.0052348335,1.0052348335,23.0,1.0052348335,4.5,18.0,1.005255403,1.0052348335,1.0052348335
151,21D1044_2 Contest_Final 05 10 21 0515.pdf,4/19/2021,21D1044-01,Con-Test,Drinking Water,ng/l,6.4,1.0052348335,1.0052348335,1.0052348335,1.0052348335,29.0,1.0052348335,2.6,5.8,1.005255403,1.0052348335,1.0052348335
152,21D1045_2 Contest_Final 05 10 21 1652.pdf,4/20/2021,21D1045-01,Con-Test,Drinking Water,ng/l,3.5,1.0052348335,1.0052348335,1.0052348335,1.0052348335,22.0,1.0052348335,3.8,6.4,1.005255403,1.0052348335,1.0052348335
153,21D1046_2 Contest_Final 05 10 21 0516.pdf,4/19/2021,21D1046-01,Con-Test,Drinking Water,ng/l,4.2,1.0052348335,1.0052348335,1.0052348335,1.0052348335,17.0,1.0052348335,2.2,4.1,1.005255403,1.0052348335,1.0052348335
154,21D1047_2 Contest_Final 05 10 21 1653.pdf,4/20/2021,21D1047-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.9,1.0756849315,1.0052348335,2.9,1.20092955,1.005255403,1.0052348335,1.0052348335
155,21D1048_2 Contest_Final 05 10 21 0516.pdf,4/19/2021,21D1048-01,Con-Test,Drinking Water,ng/l,86.0,1.0052348335,1.0052348335,5.6,13.0,53.0,1.0052348335,23.0,220.0,1.005255403,1.0052348335,1.0052348335
156,21D1053_2 Contest_Final 05 10 21 0517.pdf,4/20/2021,21D1053-01,Con-Test,Drinking Water,ng/l,8.5,1.0052348335,1.0052348335,1.0052348335,1.0052348335,42.0,1.0052348335,3.3,8.0,1.005255403,1.0052348335,1.0052348335
157,21D1054_2 Contest_Final 05 10 21 1655.pdf,4/20/2021,21D1054-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.1,1.0052348335,1.0756849315,1.0052348335,7.5,5.3,1.005255403,1.0052348335,1.0052348335
158,21D1055_2 Contest_Final 05 05 21 0626.pdf,4/16/2021,21D1055-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.2,1.20092955,1.005255403,1.0052348335,1.0052348335
159,21D1057_2 Contest_Final 05 10 21 0519.pdf,4/19/2021,21D1057-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.1,1.20092955,1.005255403,1.0052348335,1.0052348335
160,21D1059_2 Contest_Final 05 10 21 0520.pdf,4/19/2021,21D1059-01,Con-Test,Drinking Water,ng/l,2.6,1.0052348335,1.0052348335,1.0052348335,1.0052348335,5.5,1.0052348335,2.7,3.3,1.005255403,1.0052348335,1.0052348335
161,21D1062_2 Contest_Final 05 10 21 0522.pdf,4/20/2021,21D1062-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.4,1.005255403,1.0052348335,1.0052348335
162,21D1064_2 Contest_Final 05 10 21 0523.pdf,4/19/2021,21D1064-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.0,1.0052348335,1.0756849315,1.0052348335,5.9,3.2,1.005255403,1.0052348335,1.0052348335
163,21D1065_2 Contest_Final 05 10 21 1656.pdf,4/20/2021,21D1065-01,Con-Test,Drinking Water,ng/l,3.9,1.0052348335,1.0052348335,1.0052348335,2.2,7.6,1.0052348335,3.4,2.7,1.005255403,1.0052348335,1.0052348335
164,21D1066_2 Contest_Final 05 10 21 1657.pdf,4/20/2021,21D1066-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.8,1.0052348335,1.0052348335,2.2,1.005255403,1.0052348335,1.0052348335
165,21D1157_2 Contest_Final 05 10 21 1331.pdf,4/21/2021,21D1157-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.7,3.2,1.005255403,1.0052348335,1.0052348335
166,21D1158_2 Contest_Final 05 10 21 1332.pdf,4/21/2021,21D1158-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,5.4,3.6,1.005255403,1.0052348335,1.0052348335
167,21D1160_2 Contest_Final 05 10 21 1333.pdf,4/21/2021,21D1160-01,Con-Test,Drinking Water,ng/l,4.2,1.0052348335,1.0052348335,1.0052348335,1.0052348335,8.6,1.0052348335,3.1,3.7,1.005255403,1.0052348335,1.0052348335
168,21D1164_2 Contest_Final 05 12 21 1530.pdf,4/21/2021,21D1164-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,3.8,2.7,1.0756849315,1.0052348335,13.0,8.2,1.005255403,1.0052348335,1.0052348335
169,21D1165_2 Contest_Final 05 13 21 1330.pdf,4/21/2021,21D1165-01,Con-Test,Drinking Water,ng/l,4.6,1.0052348335,1.0052348335,1.0052348335,1.0052348335,12.0,1.0052348335,3.0,6.5,1.005255403,1.0052348335,1.0052348335
170,21D1166_2 Contest_Final 05 14 21 1048.pdf,4/21/2021,21D1166-01,Con-Test,Drinking Water,ng/l,1.0052348335,4.4,1.0052348335,26.0,15.0,1.0756849315,16.0,83.0,180.0,1.005255403,1.0052348335,1.0052348335
171,21D1243_2 Contest_Final 05 14 21 1201.pdf,4/22/2021,21D1243-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,4.7,3.2,1.005255403,1.0052348335,1.0052348335
172,21D1247_2 Contest_Final 05 17 21 1327.pdf,4/22/2021,21D1247-01,Con-Test,Drinking Water,ng/l,21.0,1.0052348335,1.0052348335,2.3,6.1,170.0,1.0052348335,9.2,130.0,1.005255403,1.0052348335,1.0052348335
173,21D1248_2 Contest_Final 05 14 21 1131.pdf,4/21/2021,21D1248-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,12.0,11.0,1.0756849315,1.0052348335,19.0,12.0,1.005255403,1.0052348335,1.0052348335
174,21D1249_2 Contest_Final 05 17 21 1558.pdf,4/21/2021,21D1249-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,5.8,1.0052348335,1.0052348335,4.1,1.005255403,1.0052348335,1.0052348335
175,21D1251_2 Contest_Final 05 17 21 1328.pdf,4/22/2021,21D1251-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.7,2.9,1.005255403,1.0052348335,1.0052348335
176,21D1252_2 Contest_Final 05 17 21 1329.pdf,4/22/2021,21D1252-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,3.3,3.4,1.005255403,1.0052348335,1.0052348335
177,21D1490_2 Contest_Final 05 17 21 1542.pdf,4/26/2021,21D1490-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.8,1.20092955,1.005255403,1.0052348335,1.0052348335
178,21D1491_2 Contest_Final 05 20 21 1437.pdf,4/26/2021,21D1491-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,4.1,1.20092955,1.005255403,1.0052348335,1.0052348335
179,21D1497_2 Contest_Final 05 20 21 1438.pdf,4/26/2021,21D1497-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.0,1.20092955,1.005255403,1.0052348335,1.0052348335
180,21D1498_2 Contest_Final 05 20 21 1439.pdf,4/26/2021,21D1498-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.2,1.0052348335,6.2,5.5,1.005255403,1.0052348335,1.0052348335
181,21D1499_2 Contest_Final 05 24 21 0636.pdf,4/26/2021,21D1499-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.8,2.7,1.005255403,1.0052348335,1.0052348335
182,21D1501_2 Contest_Final 05 24 21 1235.pdf,4/26/2021,21D1501-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.7,1.0052348335,1.0756849315,1.0052348335,11.0,9.2,1.005255403,1.0052348335,1.0052348335
183,21D1503_2 Contest_Final 05 17 21 1543.pdf,4/23/2021,21D1503-01,Con-Test,Drinking Water,ng/l,3.7,1.0052348335,1.0052348335,1.0052348335,1.0052348335,15.0,1.0052348335,1.0052348335,6.9,1.005255403,1.0052348335,1.0052348335
184,21D1505_2 Contest_Final 05 20 21 1452.pdf,4/26/2021,21D1505-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.2,1.0756849315,1.0052348335,6.0,3.7,1.005255403,1.0052348335,1.0052348335
185,21D1506_2 Contest_Final 05 17 21 1559.pdf,4/23/2021,21D1506-01,Con-Test,Drinking Water,ng/l,7.5,1.0052348335,1.0052348335,1.0052348335,1.0052348335,36.0,1.0052348335,5.3,9.5,1.005255403,1.0052348335,1.0052348335
186,21D1509_2 Contest_Final 05 17 21 1600.pdf,4/26/2021,21D1509-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,2.1,2.4,1.005255403,1.0052348335,1.0052348335
187,21D1510_2 Contest_Final 05 21 21 1229.pdf,4/26/2021,21D1510-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,5.2,4.1,1.005255403,1.0052348335,1.0052348335
188,21D1512_2 Contest_Final 05 18 21 1331.pdf,4/27/2021,21D1512-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,2.3,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
189,21D1513_2 Contest_Final 05 21 21 1230.pdf,4/26/2021,21D1513-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,4.6,6.6,1.005255403,1.0052348335,1.0052348335
190,21D1514_2 Contest_Final 05 17 21 1354.pdf,4/23/2021,21D1514-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,4.1,2.9,1.0756849315,1.0052348335,14.0,9.9,1.005255403,1.0052348335,1.0052348335
191,21D1515_2 Contest_Final 05 20 21 1440.pdf,4/26/2021,21D1515-01,Con-Test,Drinking Water,ng/l,2.2,1.0052348335,1.0052348335,1.0052348335,2.1,13.0,1.0052348335,6.9,12.0,1.005255403,1.0052348335,1.0052348335
192,21D1516_2 Contest_Final 05 24 21 1236.pdf,4/26/2021,21D1516-01,Con-Test,Drinking Water,ng/l,17.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,97.0,1.0052348335,4.9,38.0,1.005255403,1.0052348335,1.0052348335
193,21D1517_2 Contest_Final 05 17 21 1544.pdf,4/23/2021,21D1517-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,10.0,6.8,1.0756849315,3.3,32.0,30.0,1.005255403,1.0052348335,1.0052348335
194,21D1518_2 Contest_Final 05 20 21 1521.pdf,4/27/2021,21D1518-01,Con-Test,Drinking Water,ng/l,6.4,1.0052348335,1.0052348335,1.0052348335,1.0052348335,30.0,1.0052348335,3.3,7.3,1.005255403,1.0052348335,1.0052348335
195,21D1520_2 Contest_Final 05 24 21 1238.pdf,4/26/2021,21D1520-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,3.8,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
196,21D1521_2 Contest_Final 05 20 21 1441.pdf,4/26/2021,21D1521-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,9.8,5.4,1.0756849315,3.3,31.0,23.0,1.005255403,1.0052348335,1.0052348335
197,21D1522_2 Contest_Final 05 24 21 1239.pdf,4/26/2021,21D1522-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,6.1,4.9,1.005255403,1.0052348335,1.0052348335
198,21D1524_2 Contest_Final 05 20 21 1522.pdf,4/27/2021,21D1524-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,5.1,3.1,1.0756849315,1.0052348335,17.0,12.0,1.005255403,1.0052348335,1.0052348335
199,21D1525_2 Contest_Final 05 24 21 1240.pdf,4/26/2021,21D1525-01,Con-Test,Drinking Water,ng/l,16.0,1.0052348335,1.0052348335,1.0052348335,1.0052348335,82.0,1.0052348335,3.8,19.0,1.005255403,1.0052348335,1.0052348335
200,21D1527_2 Contest_Final 05 20 21 1443.pdf,4/26/2021,21D1527-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,8.9,8.2,1.005255403,1.0052348335,1.0052348335
201,21D1528_2 Contest_Final 05 18 21 1332.pdf,4/23/2021,21D1528-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,4.2,1.20092955,1.005255403,1.0052348335,1.0052348335
202,21E0125_2 Contest_Final 05 27 21 1106.pdf,4/29/2021,21E0125-01,Con-Test,Surface Water,ng/l,20.0,2.2,1.0052348335,6.2,24.0,35.0,1.0052348335,32.0,21.0,1.005255403,1.0052348335,1.0052348335
203,21E0129_2 Contest_Final 05 24 21 1256.pdf,5/3/2021,21E0129-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.1,1.0052348335,1.0756849315,1.0052348335,9.1,7.6,1.005255403,1.0052348335,1.0052348335
204,21E0131_2 Contest_Final 05 25 21 1518.pdf,4/30/2021,21E0131-01,Con-Test,Drinking Water,ng/l,2.2,1.0052348335,1.0052348335,1.0052348335,1.0052348335,6.7,1.0052348335,1.0052348335,1.20092955,1.005255403,1.0052348335,1.0052348335
205,21E0471_2 Contest_Final 05 25 21 1336.pdf,5/6/2021,21E0471-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0052348335,1.0756849315,1.0052348335,1.0052348335,2.1,1.005255403,1.0052348335,1.0052348335
206,21E1681_2 Contest_Final 06 14 21 0634.pdf,5/27/2021,21E1681-01,Con-Test,Drinking Water,ng/l,5.5,1.0052348335,1.0052348335,2.6,6.2,9.4,1.0052348335,11.0,4.6,1.005255403,1.0052348335,1.0052348335
207,21E1682_2 Contest_Final 06 09 21 1101.pdf,5/27/2021,21E1682-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,3.4,2.1,1.0756849315,1.0052348335,14.0,9.4,1.005255403,1.0052348335,1.0052348335
208,21F0494_2 Contest_Final 06 22 21 1615.pdf,6/3/2021,21F0494-01,Con-Test,Drinking Water,ng/l,1.0052348335,1.0052348335,1.0052348335,2.9,2.3,1.0756849315,1.0052348335,12.0,10.0,1.005255403,1.0052348335,1.0052348335
209,21G1340_2 Contest_Final 08 05 21 1439.pdf,7/22/2021,21G1340-01,Con-Test,Drinking Water,ng/l,9.9,1.0052348335,1.0052348335,1.0052348335,3.6,27.0,1.0052348335,7.6,8.7,1.005255403,1.0052348335,1.0052348335
210,21G1343_2 Contest_Final 08 05 21 1441.pdf,7/22/2021,21G1343-01,Con-Test,Drinking Water,ng/l,3.6,1.0052348335,1.0052348335,1.0052348335,1.0052348335,16.0,1.0052348335,1.0052348335,7.8,1.005255403,1.0052348335,1.0052348335
211,3-0036649 - Chelmsford - Document_ID_584782.pdf,01/11/21 10:45,MW-3,Alpha,Water,ng/l,0.1305,0.296,0.298,0.1195,0.121,0.221,0.219,5.19,3.44,0.19875,0.2335,0.197
212,3-0036649 - Chelmsford - Document_ID_584782.pdf,01/11/21 12:40,MW-2,Alpha,Water,ng/l,3.08,0.296,0.298,11.8,14.4,27.5,2.98,26.2,19.3,0.19875,0.2335,0.197
213,3-0036649 - Chelmsford - Document_ID_584782.pdf,01/11/21 15:20,MW-1,Alpha,Water,ng/l,2.85,0.296,0.298,15.0,13.6,11.6,19.5,55.6,555.0,0.19875,0.2335,0.197
214,3-0036649 - Chelmsford - Document_ID_584782.pdf,10/07/20 10:30,MW-1,Alpha,Water,ng/l,2.86,0.296,0.298,11.7,10.6,11.8,4.25,21.5,75.8,0.19875,0.2335,0.197
215,3-0036649 - Chelmsford - Document_ID_584782.pdf,10/07/20 11:40,MW-2,Alpha,Water,ng/l,3.04,0.296,0.298,4.28,5.0,4.62,2.05,15.2,31.3,0.19875,0.2335,0.197
216,3-0036649 - Chelmsford - Document_ID_584782.pdf,10/07/20 13:10,MW-3,Alpha,Water,ng/l,1.07,0.296,0.298,2.1,5.18,2.39,0.219,7.5,1.62,0.19875,0.2335,0.197
217,3-0036649 - Chelmsford - Document_ID_584782.pdf,11/20/20 10:40,MW-1,Alpha,Water,ng/l,0.534,0.296,0.298,2.48,1.886,1.388,2.8,7.32,93.2,0.19875,0.2335,0.197
