"obs","censored","pp","modeled"
0.063,TRUE,0.126298860161125,0.11033479469227
0.067,TRUE,0.126298860161125,0.11033479469227
0.076,TRUE,0.126298860161125,0.11033479469227
0.107,TRUE,0.126298860161125,0.11033479469227
0.108,FALSE,0.284172435362532,0.108
0.13,TRUE,0.0263122625335677,0.0315987292560193
0.13,TRUE,0.0526245250671355,0.0521466588996195
0.13,TRUE,0.0789367876007032,0.0723213957299245
0.13,TRUE,0.105249050134271,0.093056974850727
0.13,TRUE,0.131561312667839,0.114769650719898
0.13,TRUE,0.157873575201406,0.137732829913705
0.13,TRUE,0.184185837734974,0.162171068370692
0.13,TRUE,0.210498100268542,0.188295147682662
0.13,TRUE,0.23681036280211,0.216319135138902
0.13,TRUE,0.263122625335677,0.246470860826796
0.13,TRUE,0.289434887869245,0.278999913773092
0.14,TRUE,0.157873575201406,0.137732829913705
0.144,FALSE,0.32812939159508,0.144
0.146,FALSE,0.340511632787347,0.146
0.16,TRUE,0.176446936989807,0.15481773977127
0.18,TRUE,0.176446936989807,0.15481773977127
0.19,TRUE,0.176446936989807,0.15481773977127
0.21,TRUE,0.176446936989807,0.15481773977127
0.22,TRUE,0.176446936989807,0.15481773977127
0.23,TRUE,0.176446936989807,0.15481773977127
0.24,TRUE,0.117631291326538,0.10313451432389
0.24,TRUE,0.235262582653076,0.214614080578369
0.27,TRUE,0.176446936989807,0.15481773977127
0.29,TRUE,0.176446936989807,0.15481773977127
0.361,TRUE,0.176446936989807,0.15481773977127
0.367,FALSE,0.358775438545941,0.367
0.37,TRUE,0.182328501556134,0.160393172610763
0.385,TRUE,0.182328501556134,0.160393172610763
0.39,TRUE,0.182328501556134,0.160393172610763
0.392,TRUE,0.182328501556134,0.160393172610763
0.394,TRUE,0.182328501556134,0.160393172610763
0.4,FALSE,0.36972168371105,0.4
0.42,TRUE,0.187393182154916,0.165261046387644
0.426,FALSE,0.379717763840224,0.426
0.458,TRUE,0.192324581685308,0.170061720245351
0.47,TRUE,0.192324581685308,0.170061720245351
0.474,TRUE,0.192324581685308,0.170061720245351
0.48,TRUE,0.192324581685308,0.170061720245351
0.505,TRUE,0.192324581685308,0.170061720245351
0.52,TRUE,0.192324581685308,0.170061720245351
0.53,TRUE,0.192324581685308,0.170061720245351
0.53,FALSE,0.390223788926712,0.53
0.535,FALSE,0.395798414482808,0.535
0.537,TRUE,0.200686520019452,0.17834326105413
0.54,FALSE,0.405468683304607,0.54
0.57,TRUE,0.204782163285155,0.182466093201902
0.571,TRUE,0.204782163285155,0.182466093201902
0.59,TRUE,0.204782163285155,0.182466093201902
0.598,FALSE,0.413428140971917,0.598
0.62,TRUE,0.208645977686762,0.186396666833179
0.63,FALSE,0.421085518604192,0.63
0.635,TRUE,0.21243954091743,0.190295282829995
0.64,FALSE,0.42860609132464,0.64
0.65,FALSE,0.437828860570535,0.65
0.65,TRUE,0.21616655040721,0.194164261631087
0.65,FALSE,0.44332462032665,0.65
0.662,FALSE,0.448820380082766,0.662
0.67,FALSE,0.457921823488396,0.67
0.67,TRUE,0.227158069919441,0.205804266268821
