,folder,report,RTN,address,date_sampled,sample_id,lab,page,error,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
1635,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:05,10 BEECH EFF,Alpha,12,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.75,,0.445,ng/l,,0.445
1636,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:05,10 BEECH EFF,Alpha,12,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.75,,0.37799999999999995,ng/l,,0.37799999999999995
1637,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.89,,0.26899999999999996,ng/l,,0.26899999999999996
1638,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.89,,0.249,ng/l,,0.249
1639,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.89,,0.428,ng/l,,0.428
1640,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.89,,0.24600000000000002,ng/l,,0.24600000000000002
1641,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.89,,0.45399999999999996,ng/l,,0.45399999999999996
1642,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.89,,0.068,ng/l,,0.068
1643,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.89,,0.59,ng/l,,0.59
1644,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.89,,0.45,ng/l,,0.45
1645,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.89,,0.466,ng/l,,0.466
1646,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.89,,0.61,ng/l,,0.61
1647,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.89,,0.26,ng/l,,0.26
1648,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.89,,0.568,ng/l,,0.568
1649,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.89,,0.405,ng/l,,0.405
1650,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.89,,0.53,ng/l,,0.53
1651,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.89,,0.613,ng/l,,0.613
1652,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.89,,0.19899999999999998,ng/l,,0.19899999999999998
1653,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.89,,0.48100000000000004,ng/l,,0.48100000000000004
1654,2-0021045 - Stow - MA Fire Academy/,L2112370 - 10 Beechnut Lane.pdf,2-0021045,,03/12/21 10:00,FB 10 BEECH,Alpha,13,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.89,,0.409,ng/l,,0.409
1655,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,5.41,1.83,,0.26,ng/l,5.41,0.26
1656,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,10.1,1.83,,0.24100000000000002,ng/l,10.1,0.24100000000000002
1657,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.83,,0.413,ng/l,,0.413
1658,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,4.61,1.83,,0.23800000000000002,ng/l,4.61,0.23800000000000002
1659,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,2.74,1.83,,0.439,ng/l,2.74,0.439
1660,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.83,,0.066,ng/l,,0.066
1661,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,12.9,1.83,,0.5710000000000001,ng/l,12.9,0.5710000000000001
1662,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,0.732,1.83,,0.435,ng/l,0.732,0.435
1663,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,6.51,1.83,,0.45,ng/l,6.51,0.45
1664,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.83,,0.589,ng/l,,0.589
1665,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.83,,0.252,ng/l,,0.252
1666,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.83,,0.5489999999999999,ng/l,,0.5489999999999999
1667,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.83,,0.391,ng/l,,0.391
1668,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.83,,0.512,ng/l,,0.512
1669,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.83,,0.5920000000000001,ng/l,,0.5920000000000001
1670,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.83,,0.192,ng/l,,0.192
1671,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.83,,0.46399999999999997,ng/l,,0.46399999999999997
1672,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:30,341 CHEST,Alpha,7,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.83,,0.395,ng/l,,0.395
1673,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.9,,0.26899999999999996,ng/l,,0.26899999999999996
1674,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.9,,0.249,ng/l,,0.249
1675,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.9,,0.428,ng/l,,0.428
1676,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.9,,0.24600000000000002,ng/l,,0.24600000000000002
1677,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.9,,0.455,ng/l,,0.455
1678,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.9,,0.068,ng/l,,0.068
1679,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.9,,0.5920000000000001,ng/l,,0.5920000000000001
1680,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.9,,0.451,ng/l,,0.451
1681,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.9,,0.466,ng/l,,0.466
1682,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.9,,0.61,ng/l,,0.61
1683,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.9,,0.261,ng/l,,0.261
1684,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.9,,0.569,ng/l,,0.569
1685,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.9,,0.406,ng/l,,0.406
1686,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,0.607,1.9,,0.531,ng/l,0.607,0.531
1687,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.9,,0.614,ng/l,,0.614
1688,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.9,,0.19899999999999998,ng/l,,0.19899999999999998
1689,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.9,,0.48200000000000004,ng/l,,0.48200000000000004
1690,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:25,341 CHEST MID,Alpha,8,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.9,,0.41,ng/l,,0.41
1691,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.91,,0.272,ng/l,,0.272
1692,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.91,,0.252,ng/l,,0.252
1693,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.91,,0.43200000000000005,ng/l,,0.43200000000000005
1694,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.91,,0.249,ng/l,,0.249
1695,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.91,,0.45899999999999996,ng/l,,0.45899999999999996
1696,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.91,,0.069,ng/l,,0.069
1697,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.91,,0.597,ng/l,,0.597
1698,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.91,,0.455,ng/l,,0.455
1699,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,5.35,1.91,,0.47,ng/l,5.35,0.47
1700,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.91,,0.616,ng/l,,0.616
1701,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.91,,0.263,ng/l,,0.263
1702,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.91,,0.574,ng/l,,0.574
1703,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.91,,0.409,ng/l,,0.409
1704,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.91,,0.535,ng/l,,0.535
1705,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.91,,0.62,ng/l,,0.62
1706,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.91,,0.201,ng/l,,0.201
1707,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.91,,0.486,ng/l,,0.486
1708,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:20,341 CHEST EFF,Alpha,9,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.91,,0.413,ng/l,,0.413
1709,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,1.9,,0.26899999999999996,ng/l,,0.26899999999999996
1710,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,1.9,,0.249,ng/l,,0.249
1711,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.9,,0.428,ng/l,,0.428
1712,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,1.9,,0.24600000000000002,ng/l,,0.24600000000000002
1713,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,1.9,,0.455,ng/l,,0.455
1714,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,1.9,,0.068,ng/l,,0.068
1715,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,1.9,,0.591,ng/l,,0.591
1716,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFNA,Perfluorononanoic acid,375-95-1,ND,1.9,,0.451,ng/l,,0.451
1717,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,1.9,,0.466,ng/l,,0.466
1718,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,1.9,,0.61,ng/l,,0.61
1719,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,1.9,,0.261,ng/l,,0.261
1720,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,NMeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,1.9,,0.569,ng/l,,0.569
1721,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,1.9,,0.406,ng/l,,0.406
1722,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,NEtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,1.9,,0.531,ng/l,,0.531
1723,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,1.9,,0.614,ng/l,,0.614
1724,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,1.9,,0.19899999999999998,ng/l,,0.19899999999999998
1725,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,1.9,,0.48100000000000004,ng/l,,0.48100000000000004
1726,2-0021045 - Stow - MA Fire Academy/,L2109463 - 341 Chestnut Street.pdf,2-0021045,,02/25/21 08:15,FB 341 CHEST,Alpha,10,,Dw,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,1.9,,0.409,ng/l,,0.409
1727,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,4.57,1.78,,0.253,ng/l,4.57,0.253
1728,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFHxA,Perfluorohexanoic acid,307-24-4,18.3,1.78,,0.235,ng/l,18.3,0.235
1729,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,1.78,,0.40299999999999997,ng/l,,0.40299999999999997
1730,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFHpA,Perfluoroheptanoic acid,375-85-9,17.5,1.78,,0.23199999999999998,ng/l,17.5,0.23199999999999998
1731,2-0021045 - Stow - MA Fire Academy/,L2109633 - 3 Beechnut Lane.pdf,2-0021045,,02/26/21 12:20,3 BEECH,Alpha,7,,Dw,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,2.18,1.78,,0.428,ng/l,2.18,0.428
