,folder,report,RTN,address,date_sampled,sample_id,lab,page,error,Matrix,DF,Acronym,Compound,CAS,Result,RL,MCL,MDL,Units,Result_val,limit
7822,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,2.0,,,ng/L,,2.0
7823,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
7824,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
7825,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
7826,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
7827,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
7828,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
7829,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
7830,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
7831,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,2.0,,,ng/L,,2.0
7832,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,2.0,,,ng/L,,2.0
7833,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,2.0,,,ng/L,,2.0
7834,2-0021072 - PRINCETON - PFAS/,21D1046_2 Contest_Final 05 10 21 0516.pdf,2-0021072,"5 Prospect EFF, 5 Prospect, Princeton, MA",4/19/2021,21D1046-03,Con-Test,7,,Drinking Water,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,2.0,,,ng/L,,2.0
7835,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,3.5,2.0,,,ng/L,3.5,2.0
7836,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,2.0,,,ng/L,,2.0
7837,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,22,2.0,,,ng/L,22.0,2.0
7838,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,2.0,,,ng/L,,2.0
7839,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFOA,Perfluorooctanoic acid,335-67-1,3.8,2.0,,,ng/L,3.8,2.0
7840,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,6.4,2.0,,,ng/L,6.4,2.0
7841,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
7842,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
7843,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
7844,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
7845,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
7846,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
7847,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
7848,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
7849,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,2.0,,,ng/L,,2.0
7850,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,2.0,,,ng/L,,2.0
7851,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,2.0,,,ng/L,,2.0
7852,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston INF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-01,Con-Test,5,,Drinking Water,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,2.0,,,ng/L,,2.0
7853,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,2.0,,,ng/L,,2.0
7854,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,2.0,,,ng/L,,2.0
7855,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,2.0,,,ng/L,,2.0
7856,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,2.0,,,ng/L,,2.0
7857,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,2.0,,,ng/L,,2.0
7858,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,2.0,,,ng/L,,2.0
7859,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
7860,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
7861,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
7862,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
7863,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
7864,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
7865,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
7866,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
7867,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,2.0,,,ng/L,,2.0
7868,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,2.0,,,ng/L,,2.0
7869,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,2.0,,,ng/L,,2.0
7870,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston MID, 7 Boylston, Princeton, MA",4/20/2021,21D1045-02,Con-Test,6,,Drinking Water,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,2.0,,,ng/L,,2.0
7871,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,2.0,,,ng/L,,2.0
7872,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,2.0,,,ng/L,,2.0
7873,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,2.0,,,ng/L,,2.0
7874,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,2.0,,,ng/L,,2.0
7875,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,2.0,,,ng/L,,2.0
7876,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,2.0,,,ng/L,,2.0
7877,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
7878,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
7879,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
7880,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
7881,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
7882,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
7883,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
7884,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
7885,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,2.0,,,ng/L,,2.0
7886,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,2.0,,,ng/L,,2.0
7887,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,9Cl-PF 3ONS,9-chlorohexadecafluoro-3-oxanone  -1-sulfonic acid,756426-58-1,ND,2.0,,,ng/L,,2.0
7888,2-0021072 - PRINCETON - PFAS/,21D1045_2 Contest_Final 05 10 21 1652.pdf,2-0021072,"7 Boylston EFF, 7 Boylston, Princeton, MA",4/20/2021,21D1045-03,Con-Test,7,,Drinking Water,1,ADONA,"4,8-dioxa-3H-perfluorononanoic acid",919005-14-4,ND,2.0,,,ng/L,,2.0
7889,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFBS,Perfluorobutanesulfonic acid,375-73-5,ND,2.0,,,ng/L,,2.0
7890,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFHxA,Perfluorohexanoic acid,307-24-4,ND,2.0,,,ng/L,,2.0
7891,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFHxS,Perfluorohexanesulfonic acid,355-46-4,ND,2.0,,,ng/L,,2.0
7892,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFHpA,Perfluoroheptanoic acid,375-85-9,ND,2.0,,,ng/L,,2.0
7893,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFOA,Perfluorooctanoic acid,335-67-1,ND,2.0,,,ng/L,,2.0
7894,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFOS,Perfluorooctanesulfonic acid,1763-23-1,ND,2.0,,,ng/L,,2.0
7895,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFNA,Perfluorononanoic acid,375-95-1,ND,2.0,,,ng/L,,2.0
7896,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFDA,Perfluorodecanoic acid,335-76-2,ND,2.0,,,ng/L,,2.0
7897,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,N-EtFOSAA,N-ethyl perfluorooctanesulfonamidoacetic  acid,2991-50-6,ND,2.0,,,ng/L,,2.0
7898,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFUnA,Perfluoroundecanoic acid,2058-94-8,ND,2.0,,,ng/L,,2.0
7899,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,N-MeFOSAA,N-methyl perfluorooctanesulfonamidoacetic  acid,2355-31-9,ND,2.0,,,ng/L,,2.0
7900,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFDoA,Perfluorododecanoic acid,307-55-1,ND,2.0,,,ng/L,,2.0
7901,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFTrDA,Perfluorotridecanoic acid,72629-94-8,ND,2.0,,,ng/L,,2.0
7902,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,PFTA,Perfluorotetradecanoic acid,376-06-7,ND,2.0,,,ng/L,,2.0
7903,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,HFPO-DA,Tetrafluoro-2-(heptafluoropropoxy)propanoic  acid (“GenX”),62037-80-3,ND,2.0,,,ng/L,,2.0
7904,2-0021072 - PRINCETON - PFAS/,21D1049_2 Contest_Final 05 10 21 1653.pdf,2-0021072,"12 Allen Hill, 12 Allen Hill, Princeton, MA",4/20/2021,21D1049-01,Con-Test,5,,Drinking Water,1,11Cl-PF 3OUdS,11-chloroeicosafluoro-3-oxaundecane  -1-sulfonic acid,763051-92-9,ND,2.0,,,ng/L,,2.0
