,RTN,date_sampled_well_well,sample_id,lab,Matrix,lat,lon,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,geometry
96,2-0020923,06/25/19 09:50,296 CHEST,Alpha,Dw,42.3808316,-71.51316416168605,0.258,2.47,0.875,0.875,150.0,112.0,0.946463625239914,37.4,361.0,54.2,0.19875,0.2335,0.875,POINT (-71.51316416168605 42.3808316)
97,2-0020923,06/28/19 13:50,341 CHEST,Alpha,Dw,42.3790438,-71.50973255337931,0.258,4.74,1.03,1.03,5.5,12.2,3.9,0.194656357727128,16.6,4.3,0.19875,0.2335,1.03,POINT (-71.50973255337931 42.3790438)
98,2-0020923,07/03/19 08:26,264-CHEST,Alpha,Dw,42.381082,-71.51456995018467,0.258,0.596262939044903,0.915,0.915,28.6,29.4,0.275722174498987,2.67,57.7,3.63,0.19875,0.2335,0.915,POINT (-71.51456995018467 42.381082)
99,2-0020923,07/03/19 10:49,3 BEACH,Alpha,Dw,42.37832485,-71.50739128060506,0.258,7.4,0.92,0.92,22.3,19.9,3.55,1.1143886376476,45.7,2.9,0.19875,0.2335,0.92,POINT (-71.50739128060506 42.37832485)
100,2-0020923,07/03/19 11:27,7 BEACH,Alpha,Dw,42.378376349999996,-71.50863898469265,0.258,3.53,0.97,0.97,8.49,9.81,0.020752888226963,0.0767049940838426,13.6,0.326235837562749,0.19875,0.2335,0.97,POINT (-71.50863898469265 42.37837635)
101,2-0020923,07/08/19 12:01,8-BEACH,Alpha,Dw,42.3775098,-71.50823455280579,0.258,7.27,1.025,1.025,3.84,4.14,0.185458321566339,0.194078230232693,11.8,3.84,0.19875,0.2335,1.025,POINT (-71.50823455280579 42.3775098)
102,2-0020923,07/08/19 12:55,10-BEACH,Alpha,Dw,42.37759185,-71.50900390677415,0.258,4.4399999999999995,0.9125000000000001,0.9125000000000001,4.445,17.0,0.11071454122101021,0.1978701189531418,16.5,0.634406033056145,0.19875,0.2335,0.9125000000000001,POINT (-71.50900390677415 42.37759185)
103,2-0020923,07/08/19 15:37,359-CHEST,Alpha,Dw,42.379163500000004,-71.50748557204903,0.258,5.175,0.9075,0.9075,7.22,14.6,0.9625687534276743,0.15659616378688201,18.45,4.135,0.19875,0.2335,0.9075,POINT (-71.50748557204903 42.3791635)
104,2-0020923,07/10/19 10:48,307-CHEST-RAW,Alpha,Dw,42.37915735,-71.51264131004132,0.258,2.075,0.9299999999999999,0.9299999999999999,138.5,111.0,0.1033361438752837,40.05,296.0,46.95,0.19875,0.2335,0.9299999999999999,POINT (-71.51264131004132 42.37915735)
105,2-0020923,07/10/19 11:50,290-CHEST-RAW,Alpha,Dw,42.38056145,-71.51387184217226,0.258,3.4,3.37,0.9825,236.0,188.5,0.150460005521469,61.900000000000006,494.0,92.3,0.19875,0.2335,0.9825,POINT (-71.51387184217226 42.38056145)
106,2-0020923,07/10/19 12:22,3-STONY-RAW,Alpha,Dw,42.37848255,-71.5128956595938,0.258,2.43,5.56,0.985,59.2,44.4,0.0724490171664724,29.2,124.0,91.5,0.19875,0.2335,0.985,POINT (-71.5128956595938 42.37848255)
107,2-0020923,07/10/19 14:02,308-CHEST-RAW,Alpha,Dw,42.379759500000006,-71.5124859,0.258,3.175,0.9375,0.9375,157.0,121.0,0.0612786008857469,43.7,356.5,71.75,0.19875,0.2335,0.9375,POINT (-71.5124859 42.37975950000001)
108,2-0020923,07/10/19 15:24,296-CHEST-RAW,Alpha,Dw,42.3808316,-71.51316416168605,0.258,2.045,0.87,0.87,161.0,123.0,0.19996202617524841,37.55,348.0,50.15,0.19875,0.2335,0.87,POINT (-71.51316416168605 42.3808316)
109,2-0020923,07/10/19 15:54,305-CHEST-RAW,Alpha,Dw,42.3791116,-71.51329858919942,0.258,0.2896918575178395,0.9225000000000001,0.9225000000000001,7.32,5.26,0.07509466037302776,2.895,15.5,8.015,0.19875,0.2335,0.9225000000000001,POINT (-71.51329858919942 42.3791116)
110,2-0020923,07/17/19,290-CHEST-RAW,SGS,DW - Drinking Water,42.38056145,-71.51387184217226,0.915,2.94,3.49,2.1,213.0,135.0,0.797662540758515,51.4,428.0,109.0,0.355,0.355,2.1,POINT (-71.51387184217226 42.38056145)
111,2-0020923,07/17/19,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,0.170655244289835,1.0,2.0,129.0,81.6,0.0420476522683808,29.5,316.0,47.4,0.355,0.355,2.0,POINT (-71.51316416168605 42.3808316)
112,2-0020923,07/17/19,3-STONY-RAW,SGS,DW - Drinking Water,42.37848255,-71.5128956595938,0.915,2.54,6.87,2.0,66.4,39.5,0.0947511603787252,29.6,143.0,129.0,0.355,0.355,2.0,POINT (-71.5128956595938 42.37848255)
113,2-0020923,07/17/19,300-CHEST-RAW,SGS,DW - Drinking Water,42.380284950000004,-71.512509,0.915,2.49,1.05,2.1,201.0,129.0,0.307533089441626,45.8,452.0,74.0,0.355,0.355,2.1,POINT (-71.51250899999999 42.38028495)
114,2-0020923,07/17/19,305-CHEST-RAW,SGS,DW - Drinking Water,42.3791116,-71.51329858919942,0.915,0.167907830827614,1.0,2.0,9.55,5.42,0.0410323127999674,5.03,23.0,17.6,0.355,0.355,2.0,POINT (-71.51329858919942 42.3791116)
115,2-0020923,07/17/19,307-CHEST-RAW,SGS,DW - Drinking Water,42.37915735,-71.51264131004132,0.915,0.671254850336754,1.05,2.1,81.8,52.4,0.0293175928544519,17.9,201.0,33.9,0.355,0.355,2.1,POINT (-71.51264131004132 42.37915735)
116,2-0020923,07/17/19,308-CHEST-RAW,SGS,DW - Drinking Water,42.379759500000006,-71.5124859,0.915,2.75,1.0,2.0,145.0,89.3,0.0965808155547038,38.5,365.0,74.7,0.355,0.355,2.0,POINT (-71.5124859 42.37975950000001)
117,2-0020923,07/17/19,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,3.81,0.85,1.7,4.37,8.38,2.88,0.34620723378706,13.6,4.15,0.355,0.355,1.7,POINT (-71.50973255337931 42.3790438)
118,2-0020923,07/17/19,343 CHESTNUT RAW,SGS,DW - Drinking Water,42.3790737,-71.50887493699457,0.915,3.57,0.5,1.0,6.5,7.98,1.73,0.0156568338775707,13.7,2.57,0.355,0.355,1.0,POINT (-71.50887493699457 42.3790737)
119,2-0020923,07/17/19,343 CHESTNUT TAP1,SGS,DW - Drinking Water,42.3790737,-71.50887493699457,0.915,2.78,0.5,1.0,3.83,6.55,0.0380935941930425,0.0473710032716852,6.44,0.532566922158357,0.355,0.355,1.0,POINT (-71.50887493699457 42.3790737)
120,2-0020923,07/17/19,343 CHESTNUT TAP2,SGS,DW - Drinking Water,42.3790737,-71.50887493699457,0.915,1.21,0.5,1.0,2.3,4.05,0.0827003390937383,0.105394606212657,3.67,1.00609150134324,0.355,0.355,1.0,POINT (-71.50887493699457 42.3790737)
121,2-0020923,07/17/19,343-CHEST,SGS,DW - Drinking Water,42.3790737,-71.50887493699457,0.915,3.12,1.0,2.0,5.99,7.24,0.0929481059967566,0.0907362971405717,12.4,2.14,0.355,0.355,2.0,POINT (-71.50887493699457 42.3790737)
122,2-0020923,07/17/19,5-BEACH,SGS,DW - Drinking Water,42.37829655,-71.50808370811126,0.915,5.96,1.05,2.1,11.2,17.0,2.33,0.0777350692771942,23.9,3.43,0.355,0.355,2.1,POINT (-71.50808370811126 42.37829655)
123,2-0020923,07/17/19,9-BEACH,SGS,DW - Drinking Water,42.37844905,-71.50916678465313,0.915,3.08,0.95,1.85,9.82,10.4,0.543501943979392,0.940992545121266,18.6,2.56,0.355,0.355,1.85,POINT (-71.50916678465313 42.37844905)
124,2-0020923,07/24/19,277-CHEST,SGS,DW - Drinking Water,42.3801567,-71.51461098044454,0.915,0.226605882526,1.0,2.0,6.8,5.83,0.0826685459240458,0.0892358670394539,16.3,0.311653552609378,0.355,0.355,2.0,POINT (-71.51461098044454 42.3801567)
125,2-0020923,07/24/19,290-CHEST-RAW,SGS,DW - Drinking Water,42.38056145,-71.51387184217226,0.915,2.17,2.57,1.9,172.0,104.0,0.616824737889235,40.9,375.0,79.1,0.355,0.355,1.9,POINT (-71.51387184217226 42.38056145)
126,2-0020923,07/24/19,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,1.95,0.95,1.85,129.0,85.7,0.65722675988308,30.9,316.0,44.4,0.355,0.355,1.85,POINT (-71.51316416168605 42.3808316)
127,2-0020923,07/24/19,3-STONY-RAW,SGS,DW - Drinking Water,42.37848255,-71.5128956595938,0.915,2.62,9.53,1.9,74.1,43.0,0.746532812050499,38.7,161.0,159.0,0.355,0.355,1.9,POINT (-71.5128956595938 42.37848255)
128,2-0020923,07/24/19,300-CHEST-RAW,SGS,DW - Drinking Water,42.380284950000004,-71.512509,0.915,2.37,1.15,2.25,166.0,106.0,0.202291401114204,36.8,414.0,52.2,0.355,0.355,2.25,POINT (-71.51250899999999 42.38028495)
129,2-0020923,07/24/19,305-CHEST-RAW,SGS,DW - Drinking Water,42.3791116,-71.51329858919942,0.915,0.196242770946662,1.0,2.0,3.62,0.361747798959032,0.0674385461563705,0.0713896002705119,8.72,4.32,0.355,0.355,2.0,POINT (-71.51329858919942 42.3791116)
130,2-0020923,07/24/19,307-CHEST-RAW,SGS,DW - Drinking Water,42.37915735,-71.51264131004132,0.915,0.199184776548526,1.0,2.0,71.7,46.5,0.0660367463759579,16.4,180.0,23.9,0.355,0.355,2.0,POINT (-71.51264131004132 42.37915735)
131,2-0020923,07/24/19,308-CHEST-RAW,SGS,DW - Drinking Water,42.379759500000006,-71.5124859,0.915,2.77,1.0,2.0,137.0,83.2,0.0747707156658425,34.4,326.0,68.4,0.355,0.355,2.0,POINT (-71.5124859 42.37975950000001)
132,2-0020923,07/24/19,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,3.9,0.95,1.85,3.9,7.65,2.72,1.07993102086246,12.6,3.54,0.355,0.355,1.85,POINT (-71.50973255337931 42.3790438)
133,2-0020923,07/31/19,264-CHEST-RAW,SGS,DW - Drinking Water,42.381082,-71.51456995018467,0.915,0.229760934173877,1.0,2.0,29.9,26.5,0.0876949611510813,3.19,66.9,3.87,0.355,0.355,2.0,POINT (-71.51456995018467 42.381082)
134,2-0020923,07/31/19,290-CHEST-RAW,SGS,DW - Drinking Water,42.38056145,-71.51387184217226,0.915,2.45,2.98,2.0,187.0,111.0,0.0843193911100941,45.5,385.0,91.5,0.355,0.355,2.0,POINT (-71.51387184217226 42.38056145)
135,2-0020923,07/31/19,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,2.09,1.0,2.0,153.0,98.8,0.0859947515049422,40.6,375.0,52.4,0.355,0.355,2.0,POINT (-71.51316416168605 42.3808316)
136,2-0020923,07/31/19,3-BEECH-RAW,SGS,DW - Drinking Water,42.37832485,-71.50739128060506,0.915,8.22,1.0,2.0,26.6,20.5,3.84,0.0877545796871122,50.3,4.76,0.355,0.355,2.0,POINT (-71.50739128060506 42.37832485)
137,2-0020923,07/31/19,3-STONY-RAW,SGS,DW - Drinking Water,42.37848255,-71.5128956595938,0.915,2.02,4.64,1.8,49.4,28.5,0.382149996626428,22.0,104.0,88.7,0.355,0.355,1.8,POINT (-71.5128956595938 42.37848255)
138,2-0020923,07/31/19,300-CHEST-RAW,SGS,DW - Drinking Water,42.380284950000004,-71.512509,0.915,2.5,0.95,1.85,180.0,111.0,0.510225644108809,37.8,421.0,64.6,0.355,0.355,1.85,POINT (-71.51250899999999 42.38028495)
139,2-0020923,07/31/19,305-CHEST-RAW,SGS,DW - Drinking Water,42.3791116,-71.51329858919942,0.915,0.993113664100482,0.95,1.9,8.23,5.3,0.44966540043624,4.35,20.4,9.03,0.355,0.355,1.9,POINT (-71.51329858919942 42.3791116)
140,2-0020923,07/31/19,307-CHEST-RAW,SGS,DW - Drinking Water,42.37915735,-71.51264131004132,0.915,0.579131821617469,0.85,1.7,98.6,59.8,0.255925663223106,21.7,230.0,35.6,0.355,0.355,1.7,POINT (-71.51264131004132 42.37915735)
141,2-0020923,07/31/19,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,4.16,0.95,1.9,3.96,9.05,2.66,0.591662571192685,14.6,4.27,0.355,0.355,1.9,POINT (-71.50973255337931 42.3790438)
142,2-0020923,08/06/19,305-CHEST-RAW,SGS,DW - Drinking Water,42.3791116,-71.51329858919942,0.915,0.232938348076281,1.0,2.0,17.4,11.0,0.0894203593846008,9.06,40.9,28.1,0.355,0.355,2.0,POINT (-71.51329858919942 42.3791116)
143,2-0020923,08/07/19,264-CHEST-RAW,SGS,DW - Drinking Water,42.381082,-71.51456995018467,0.915,0.367217289875548,0.85,1.7,27.8,25.1,0.072634628338299,2.48,60.7,3.43,0.355,0.355,1.7,POINT (-71.51456995018467 42.381082)
144,2-0020923,08/07/19,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,0.236138322061012,1.0,2.0,127.0,78.5,0.091171290929951,29.1,342.0,42.9,0.355,0.355,2.0,POINT (-71.51316416168605 42.3808316)
145,2-0020923,08/07/19,3-BEECH-RAW,SGS,DW - Drinking Water,42.37832485,-71.50739128060506,0.915,4.71,0.85,1.7,20.5,17.4,3.44,0.246337111271009,52.3,5.53,0.355,0.355,1.7,POINT (-71.50739128060506 42.37832485)
146,2-0020923,08/07/19,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,3.35,0.85,1.7,3.66,7.88,2.45,0.485690483357476,11.9,3.78,0.355,0.355,1.7,POINT (-71.50973255337931 42.3790438)
147,2-0020923,08/07/19,359-CHEST-RAW,SGS,DW - Drinking Water,42.379163500000004,-71.50748557204903,0.915,4.07,0.95,1.85,6.87,9.94,0.0326739355397049,0.0477239271807095,17.0,47.4,0.355,0.355,1.85,POINT (-71.50748557204903 42.3791635)
148,2-0020923,08/07/19,5-BEECH-RAW,SGS,DW - Drinking Water,42.37829655,-71.50808370811126,0.915,4.9,0.9,1.8,10.6,16.1,2.45,0.0116982986304206,22.2,12.8,0.355,0.355,1.8,POINT (-71.50808370811126 42.37829655)
149,2-0020923,08/07/19,7-BEECH-RAW,SGS,DW - Drinking Water,42.378376349999996,-71.50863898469265,0.915,0.15281791642315,0.85,1.7,0.0837915564078109,0.331446576249541,0.0263122057429962,0.0996828048745758,0.571178141360429,1.8,0.355,0.355,1.7,POINT (-71.50863898469265 42.37837635)
150,2-0020923,08/07/19,9-BEECH-RAW,SGS,DW - Drinking Water,42.37844905,-71.50916678465313,0.915,3.82,0.85,1.7,12.5,13.5,2.37,0.0067719927279847,24.9,11.1,0.355,0.355,1.7,POINT (-71.50916678465313 42.37844905)
151,2-0020923,08/14/19,264-CHEST-RAW,SGS,DW - Drinking Water,42.381082,-71.51456995018467,0.915,0.125151923816278,0.95,1.9,28.5,24.1,0.0442497909936462,2.45,58.8,3.9,0.355,0.355,1.9,POINT (-71.51456995018467 42.381082)
152,2-0020923,08/14/19,3-BEECH-RAW,SGS,DW - Drinking Water,42.37832485,-71.50739128060506,0.915,6.99,0.95,1.85,27.1,22.2,3.84,0.0359305264073387,50.8,8.33,0.355,0.355,1.85,POINT (-71.50739128060506 42.37832485)
153,2-0020923,08/14/19,341-CHEST-RAW,SGS,DW - Drinking Water,42.3790438,-71.50973255337931,0.915,4.17,0.95,1.85,4.41,9.36,2.92,0.0521565978854098,13.0,4.48,0.355,0.355,1.85,POINT (-71.50973255337931 42.3790438)
154,2-0020923,08/14/19,359-CHEST-RAW,SGS,DW - Drinking Water,42.379163500000004,-71.50748557204903,0.915,4.16,0.95,1.9,6.86,8.88,0.0261234036934078,0.0671541450644341,15.1,14.2,0.355,0.355,1.9,POINT (-71.50748557204903 42.3791635)
155,2-0020923,08/14/19,5-BEECH-RAW,SGS,DW - Drinking Water,42.37829655,-71.50808370811126,0.915,5.47,0.95,1.85,12.6,18.3,2.39,0.03246004769964,22.4,11.9,0.355,0.355,1.85,POINT (-71.50808370811126 42.37829655)
156,2-0020923,08/14/19,7-BEECH-RAW,SGS,DW - Drinking Water,42.378376349999996,-71.50863898469265,0.915,0.0642347556964647,0.95,1.85,0.0783186350105878,1.1271377670845,0.0132320492364234,0.0180898787455835,0.254434795416561,0.105022150619461,0.355,0.355,1.85,POINT (-71.50863898469265 42.37837635)
157,2-0020923,08/21/19,264-CHEST-RAW,SGS,DW - Drinking Water,42.381082,-71.51456995018467,0.915,0.173421310167515,1.0,2.0,25.9,28.7,0.0430791378796135,2.45,54.6,4.24,0.355,0.355,2.0,POINT (-71.51456995018467 42.381082)
158,2-0020923,08/21/19,3-BEECH-RAW,SGS,DW - Drinking Water,42.37832485,-71.50739128060506,0.915,5.44,0.9,1.8,16.8,18.7,3.52,0.015976834362134,37.3,5.03,0.355,0.355,1.8,POINT (-71.50739128060506 42.37832485)
159,2-0020923,08/21/19,308-CHEST-RAW,SGS,DW - Drinking Water,42.379759500000006,-71.5124859,0.915,2.95,1.0,2.0,123.0,87.8,0.0441269740720602,31.6,286.0,59.4,0.355,0.355,2.0,POINT (-71.5124859 42.37975950000001)
160,2-0020923,08/21/19,359-CHEST-RAW,SGS,DW - Drinking Water,42.379163500000004,-71.50748557204903,0.915,5.08,0.95,1.85,6.61,11.7,0.0362876326112497,0.0435505889346976,16.3,7.35,0.355,0.355,1.85,POINT (-71.50748557204903 42.3791635)
161,2-0020923,08/21/19,5-BEECH-RAW,SGS,DW - Drinking Water,42.37829655,-71.50808370811126,0.915,5.66,0.9,1.8,9.75,18.0,2.44,0.080339423047999,21.1,8.13,0.355,0.355,1.8,POINT (-71.50808370811126 42.37829655)
162,2-0020923,08/21/19,7-BEECH-RAW,SGS,DW - Drinking Water,42.378376349999996,-71.50863898469265,0.915,0.09357571374451,0.95,1.85,0.094588051196199,2.31495504169537,0.0292894866724016,0.0079192827870903,0.305125929381759,0.218677271824894,0.355,0.355,1.85,POINT (-71.50863898469265 42.37837635)
163,2-0020923,08/21/19,9-BEECH-RAW,SGS,DW - Drinking Water,42.37844905,-71.50916678465313,0.915,4.2,0.95,1.85,11.3,15.4,2.54,0.0396235386303563,23.4,5.71,0.355,0.355,1.85,POINT (-71.50916678465313 42.37844905)
164,2-0020923,08/28/19,300-CHEST-RAW,SGS,DW - Drinking Water,42.380284950000004,-71.512509,0.915,0.149183314660692,1.0,2.0,25.0,13.76,0.0308737472095916,5.48,49.4,10.62,0.355,0.355,2.0,POINT (-71.51250899999999 42.38028495)
165,2-0020923,08/28/19,307-CHEST-RAW,SGS,DW - Drinking Water,42.37915735,-71.51264131004132,0.915,0.159775731101021,1.0,2.0,32.0,18.62,0.0400329181122959,5.46,65.4,10.3,0.355,0.355,2.0,POINT (-71.51264131004132 42.37915735)
166,2-0020923,08/28/19,359-CHEST-RAW,SGS,DW - Drinking Water,42.379163500000004,-71.50748557204903,0.915,5.49,1.0,2.0,10.1,11.9,2.2,0.0491922659036201,19.7,8.65,0.355,0.355,2.0,POINT (-71.50748557204903 42.3791635)
167,2-0020923,08/28/19,7-BEECH-RAW,SGS,DW - Drinking Water,42.378376349999996,-71.50863898469265,0.915,0.162468251397228,1.0,2.0,0.105271902660183,0.194892735694718,0.0361908651080517,0.0511588280094546,0.267892770050124,0.231623695161863,0.355,0.355,2.0,POINT (-71.50863898469265 42.37837635)
168,2-0020923,08/28/19,9-BEECH-RAW,SGS,DW - Drinking Water,42.37844905,-71.50916678465313,0.915,4.34,1.0,2.0,15.2,13.4,2.81,0.0501690247969448,26.2,5.6,0.355,0.355,2.0,POINT (-71.50916678465313 42.37844905)
169,2-0020923,09/04/19,10-BEECH,SGS,DW - Drinking Water,42.37759185,-71.50900390677415,0.915,6.0,2.0,4.0,6.48,19.4,2.24,0.0078372394525737,24.2,2.38,0.355,0.355,4.0,POINT (-71.50900390677415 42.37759185)
170,2-0020923,09/04/19,290-CHEST-RAW,SGS,DW - Drinking Water,42.38056145,-71.51387184217226,0.915,0.143991221637103,1.0,2.0,19.8,12.0,0.0325885898004227,4.61,42.8,9.04,0.355,0.355,2.0,POINT (-71.51387184217226 42.38056145)
171,2-0020923,09/04/19,296-CHEST-RAW,SGS,DW - Drinking Water,42.3808316,-71.51316416168605,0.915,2.36,1.0,2.0,205.0,127.0,0.0276097876453066,43.5,423.0,67.2,0.355,0.355,2.0,POINT (-71.51316416168605 42.3808316)
172,2-0020923,09/04/19,3-STONY BROOK-RAW,SGS,DW - Drinking Water,42.37848255,-71.5128956595938,0.915,0.141420580338665,6.69,2.0,61.3,34.7,0.0317241230112078,27.7,125.0,112.0,0.355,0.355,2.0,POINT (-71.5128956595938 42.37848255)
